"NeighborLabel","CompoundName","Similarity","PredProbability"
1,"Samholide D",0.223992502343018,0.611996251171509
1,"Samholide B",0.230111524163569,0.615055762081784
1,"Samholide G",0.231566479123482,0.615783239561741
1,"Samholide E",0.231566479123482,0.615783239561741
1,"Samholide H",0.229606931530008,0.614803465765004
1,"Phormidinine B",0.263707571801567,0.631853785900784
1,"Phormidinine A",0.187675070028011,0.593837535014005
1,"Samholide I",0.252308527973927,0.626154263986963
1,"Samholide A",0.230111524163569,0.615055762081784
1,"Samholide C",0.223992502343018,0.611996251171509
0,"MC-LHph",0.696798493408663,0.151600753295669
0,"MC-HphHty",0.693345060099678,0.153327469950161
0,"MC-LHty",0.682432432432432,0.158783783783784
1,"Phycoerythrobilin",0.277724665391969,0.638862332695984
1,"Deoxypalytoxin",0.149382011789314,0.574691005894657
1,"Palytoxin",0.148164929768917,0.574082464884458
1,"Neopalytoxin",0.149119805330596,0.574559902665298
1,"Homopalytoxin",0.148078655058541,0.574039327529271
1,"Bishomopalytoxin",0.148159200268567,0.574079600134283
1,"(42S-50S)42-hydroxypalytoxin",0.146830603141283,0.573415301570641
1,"(42S-50R)42-hydroxypalytoxin",0.146830603141283,0.573415301570641
1,"Ovatoxin-a",0.151184180271327,0.575592090135663
1,"Ostreocin-D",0.147954475545986,0.573977237772993
1,"Palythine<U+0096>threonine",0.735576923076923,0.867788461538461
0,"Anabaenopeptin G-Erhard",0.710411198600175,0.144794400699913
0,"Anabaenopeptin H-Itou",0.832971800433839,0.0835140997830805
0,"Anabaenopeptin G-Itou",0.938584779706275,0.0307076101468625
1,"Aeruginosin A",0.507328990228013,0.753664495114007
0,"Portoamide B",0.840594224670339,0.0797028876648305
0,"Portoamide A",0.841588935348987,0.0792055323255065
0,"Microviridin K",0.890937019969278,0.054531490015361
0,"Aeruginosin 205A",0.485276073619632,0.257361963190184
0,"Aeruginosin 205B",0.485276073619632,0.257361963190184
0,"[D-Asp3,(Z)-Dhb7]MC-HtyR",0.755088421755088,0.122455789122456
0,"[D-Asp3,(E)-Dhb7]MC-HphR",0.774204584331167,0.112897707834416
0,"[D-Asp3,(E)-Dhb7]MC-YR",0.759158751696065,0.120420624151968
0,"[D-Asp3,(E)-Dhb7]MC-HtyW",0.704922808039615,0.147538595980192
0,"[D-Asp3,ADMAdda5]MC-HtyR",0.769457161543493,0.115271419228254
0,"[D-Asp<U+00B3>,Mser7]MC-RR",0.83568722011712,0.08215638994144
1,"cis-Dihydrohomoanatoxin-a",0.142857142857143,0.571428571428572
0,"Planktopeptin BL1061",0.726415094339623,0.136792452830188
0,"Portoamide D",0.70935069632845,0.145324651835775
0,"Portoamide C",0.713912589239074,0.143043705380463
0,"Planktopeptin BL1125",0.929211746522411,0.0353941267387945
1,"Planktopeptin BL843",0.685320705983642,0.842660352991821
0,"Aeruginosin 828A",0.443240159726184,0.278379920136908
0,"Largamide G",0.598935431613053,0.200532284193474
1,"Largamide E",0.640881147540984,0.820440573770492
0,"Largamide F",0.587249883666822,0.206375058166589
1,"Largamide D",0.614008566389519,0.807004283194759
1,"Veraguamide L",0.330380214101144,0.665190107050572
0,"(2S)-1-O-Palmitoyl-3-O-beta-D-galactopyranosylglycerol",0.38376753507014,0.30811623246493
0,"Propenediester",0.26727066817667,0.366364665911665
1,"Trichormamide C",0.897441231537341,0.948720615768671
1,"Trichormamide D",0.738330341113106,0.869165170556553
1,"Largamide H",0.584868848905268,0.792434424452634
1,"ethyl tumonoate A",0.286008230452675,0.643004115226337
1,"Veraguamide J",0.37578814627995,0.687894073139975
1,"Veraguamide I",0.40008431703204,0.70004215851602
0,"Acutiphycin",0.311203319502075,0.344398340248962
1,"Sanctolide A",0.281407035175879,0.64070351758794
0,"(2S)-3-O-beta-D-galactopyranosyl-1-O-(9Z,12Z-octadecadienoyl)-2-O-(4Z-hexadecenoyl)glycerol",0.436309523809524,0.281845238095238
1,"Hoshinolactam",0.229166666666667,0.614583333333333
1,"Homoanatoxin-a",0.169398907103825,0.584699453551913
1,"Veraguamide K",0.344656488549618,0.672328244274809
1,"Myxol (II)",0.560191518467852,0.780095759233926
0,"Raocyclamide A",0.571580063626723,0.214209968186639
0,"Raocyclamide B",0.539936102236422,0.230031948881789
1,"Veraguamide A",0.358870967741935,0.679435483870968
1,"Prenylagaramide B",0.585735402808574,0.792867701404287
0,"Oscillacyclin",0.549013047842088,0.225493476078956
0,"Brintonamide A",0.407056145675266,0.296471927162367
1,"Viridamide B",0.351134846461949,0.675567423230975
1,"Viridamide A",0.366145660126372,0.683072830063186
0,"Oscillapeptin J",0.617434040351785,0.191282979824108
0,"Oscillapeptin F",0.747168742921857,0.126415628539072
0,"Oscillapeptin E",0.908983799705449,0.0455081001472755
0,"Oscillapeptin D",0.772916089725838,0.113541955137081
0,"Oscillapeptin C",0.686526373326045,0.156736813336977
0,"Oscillamide C",0.7500988533017,0.12495057334915
0,"Oscillapeptide 97A",0.63758389261745,0.181208053691275
0,"Oscillapeptide 97B",0.669650591972278,0.165174704013861
0,"Microviridin E",1,0
1,"Microviridin I",0.84527027027027,0.922635135135135
1,"2,3-Epoxyanatoxin-a",0.126315789473684,0.563157894736842
0,"Oscillatorin",0.560853847478051,0.219573076260974
0,"Planktocyclin",0.515287769784173,0.242356115107913
0,"Brintonamide B",0.395419847328244,0.302290076335878
0,"Brintonamide C",0.421629213483146,0.289185393258427
0,"Brintonamide E",0.420210832424573,0.289894583787713
0,"Brintonamide D",0.420210832424573,0.289894583787713
0,"[seco7][D-Asp3]MC-RR",0.699840510366826,0.150079744816587
0,"Venturamide B",0.626826029216467,0.186586985391766
1,"Coibacin A",0.304225352112676,0.652112676056338
0,"Oscillamide B",0.864493122771268,0.067753438614366
0,"19,21-Dibromooscillatoxin A",0.312091503267974,0.343954248366013
0,"21-Bromooscillatoxin A",0.324301439458086,0.337849280270957
0,"Venturamide A",0.586301369863014,0.206849315068493
1,"Veraguamide H",0.343044727123513,0.671522363561757
0,"Oscillapeptilide 97A",0.63758389261745,0.181208053691275
0,"Oscillapeptilide 97B",0.669650591972278,0.165174704013861
0,"19-Bromoaplysiatoxin",0.299448384554768,0.350275807722616
0,"[D-Asp3,(E)-Dhb7]MC-RR",0.833275200558075,0.0833623997209625
0,"[D-Asp3]MC-RR",0.94738792145239,0.026306039273805
0,"[D-Asp<U+00B3>,DMAdda5]MC-RR",0.873509215757138,0.063245392121431
0,"[D-Asp3,(E)-Dhb7]MC-HtyR",0.755088421755088,0.122455789122456
0,"[D-Asp3,(Z)-Dhb7]MC-LR",0.934465061192262,0.032767469403869
0,"[D-Asp3,(E)-Dhb7]MC-LR",0.934465061192262,0.032767469403869
0,"[Asp3,Dhb7]MC-LY",0.707903780068729,0.146048109965635
0,"[D-Asp3,(E)-Dhb7]MC-LW",0.734642178594047,0.132678910702976
1,"Largamide C",0.541108404384896,0.770554202192448
1,"Largamide B",0.548837209302326,0.774418604651163
0,"Largamide A",0.503027856277755,0.248486071861122
0,"20,21-didehydroacutiphycin",0.305785123966942,0.347107438016529
0,"Prenylagaramide A",0.582052858020897,0.208973570989551
1,"Coibacin C",0.380952380952381,0.69047619047619
0,"1-(2-Hydroxy-phenoxy)-trieicos-1-en-3-one",0.275296262534184,0.362351868732908
0,"Oscillariolide",0.295024875621891,0.352487562189055
1,"Almiramide E",0.342493847415915,0.671246923707957
1,"Almiramide H",0.340843916427694,0.670421958213847
1,"Almiramide G",0.320290439693425,0.660145219846712
1,"Almiramide F",0.356136820925553,0.678068410462777
1,"Almiramide D",0.342360549717057,0.671180274858528
0,"MC-LHar",0.730247128437174,0.134876435781413
0,"Nuiapolide",0.329815303430079,0.33509234828496
0,"Bastimolide A",0.331923890063425,0.334038054968288
0,"Jahanane",0.362585515451757,0.318707242274122
0,"Biseokeaniamide C",0.42274678111588,0.28862660944206
0,"Biseokeaniamide B",0.420917273896271,0.289541363051865
0,"Biseokeaniamide A",0.396023198011599,0.3019884009942
1,"Urumamide",0.426620076238882,0.713310038119441
1,"Ypaoamide B",0.213058419243986,0.606529209621993
1,"Ypaoamide C",0.217241379310345,0.608620689655172
1,"Janadolide",0.360914760914761,0.68045738045738
0,"6-deoxytolypodiol",0.458270106221548,0.270864946889226
0,"11-hydroxytolypodiol",0.373493975903614,0.313253012048193
0,"[D-Leu1,Dha7]MC-LR",0.832485465116279,0.0837572674418605
0,"Mycosporine-ornithine",0.421641791044776,0.289179104477612
1,"Porphyra-334",0.451298701298701,0.72564935064935
1,"Nostocyclopeptide Ncp-E1-L",0.544267053701016,0.772133526850508
1,"Nostocyclopeptide Ncp-E2-L",0.553745928338762,0.776872964169381
1,"Nostocyclopeptide Ncp-E1",0.90175864160097,0.950879320800485
0,"Anabaenopeptin SA1",0.66133909287257,0.169330453563715
1,"Anabaenopeptin SA8",0.706307173808377,0.853153586904189
1,"Anabaenopeptin SA7",0.772519083969466,0.886259541984733
1,"Nostamide A",0.858641358641359,0.92932067932068
1,"Nostocyclopeptide Ncp-E2",0.896691424713032,0.948345712356516
1,"Nostocyclopeptide Ncp-E3",0.918715846994536,0.959357923497268
1,"1050-Da MAA",0.292379471228616,0.646189735614308
0,"nostoc-756",0.253104671791839,0.37344766410408
0,"Nostosin A",0.391304347826087,0.304347826086957
1,"Nostosin B",0.453629032258065,0.726814516129032
1,"Hexose-bound porphyra-334",0.614525139664804,0.807262569832402
1,"Nostosin E",0.416666666666667,0.708333333333333
1,"Nostosin C",0.46521287642783,0.732606438213915
1,"Nostosin F",0.432460732984293,0.716230366492147
1,"Nostosin D",0.49671772428884,0.74835886214442
1,"Hexose-bound palythine-treonine",0.648351648351648,0.824175824175824
1,"Nostocyclin",0.651098901098901,0.825549450549451
0,"Nostoginin BN578",0.473495058400719,0.263252470799641
0,"Cryptophycin 25",0.350244498777506,0.324877750611247
0,"Banyascyclamide A",0.600682593856655,0.199658703071672
0,"Banyascyclamide C",0.48,0.26
0,"Banyascyclamide B",0.610472541507024,0.194763729246488
1,"Mycosporine-GABA",0.542713567839196,0.771356783919598
0,"Cryptophycin 101",0.356963613550816,0.321518193224592
1,"Cryptophycin 15",0.357045143638851,0.678522571819425
0,"Aeruginosin 865",0.446797247220752,0.276601376389624
1,"Nostophycin C",0.518667201926937,0.759333600963469
1,"Anabaenopeptin 871",0.883964143426295,0.941982071713148
1,"Anabaenopeptin 857",0.911145351823318,0.955572675911659
1,"Nostocyclopeptide",0.588311688311688,0.794155844155844
0,"Cyanopeptolin CP1048",0.627522328812438,0.186238835593781
0,"Cyanopeptolin CP1018",0.665387299371947,0.167306350314027
0,"Cyanopeptolin CP990",0.705334765485141,0.14733261725743
0,"Cyanopeptolin CP1027",0.745762711864407,0.127118644067796
0,"Cyanopeptolin CP1013",0.765708200212993,0.117145899893503
0,"Anabaenopeptin 897",0.699186991869919,0.150406504065041
0,"Anabaenopeptin 882",0.715854194115064,0.142072902942468
0,"deprenylmuscoride B",0.257032007759457,0.371483996120271
1,"Cryptophycin 12",0.301380991064175,0.650690495532087
0,"Anabaenopeptin SA4",0.655985758789497,0.172007120605251
1,"Anabaenopeptin SA5",0.758992805755396,0.879496402877698
1,"Anabaenopeptin SA6",0.799891245241979,0.899945622620989
0,"[Gly1,D-Asp3,ADMAdda5]MC-RR",0.838854382332643,0.0805728088336785
0,"[Gly1,D-Asp3,ADMAdda5]MC-RHar",0.776718184807629,0.111640907596186
0,"[D-Ser1,ADMAdda5]MC-LR",0.800140745953554,0.099929627023223
0,"[ADMAdda5]MC-FR",0.71738475444411,0.141307622777945
0,"[ADMAdda5]MC-LHar",0.705360078921407,0.147319960539297
0,"[ADMAdda5,Mser7]MC-LR",0.726939726939727,0.136530136530137
0,"[D-Asp<U+00B3>,ADMAdda5]MC-(H4)YR",0.753780407626562,0.123109796186719
0,"[DMAdda5]MC-(H4)YR",0.721779548472776,0.139110225763612
0,"[ADMAdda5]MC-(H4)YR",0.727098627513565,0.136450686243217
0,"[ADMAdda5]MC-(H4)YHar",0.673170731707317,0.163414634146341
1,"Nostophycin",0.520759193357058,0.760379596678529
1,"Nostopeptin BN920",0.667314418966187,0.833657209483094
0,"Muscoride B",0.240798502807236,0.379600748596382
1,"Nostophycin B",0.515371477369769,0.757685738684885
0,"Nostoweipeptin W6",0.546727898966705,0.226636050516647
0,"Nostoweipeptin W7",0.554319526627219,0.222840236686391
0,"6-OH-scytophycin D/E",0.289195315451454,0.355402342274273
1,"Glycosylated Palythine-threonine",0.411764705882353,0.705882352941177
0,"Nostoginin BN741",0.425941780821918,0.287029109589041
1,"Pentose-bound shinorine",0.599092284417549,0.799546142208775
1,"Palythine",0.62874251497006,0.81437125748503
1,"478-Da MAA",0.564655172413793,0.782327586206897
1,"13-O-(beta-galactosyl)-porphyra-334",0.598893499308437,0.799446749654219
1,"beta-N-methylamino-L-alanine",0.12,0.56
1,"Nostofungicine",0.427168272794663,0.713584136397332
0,"Banyaside B",0.356775850995504,0.321612074502248
0,"Banyaside A",0.363020030816641,0.318489984591679
0,"Cyanopeptolin CP1020",0.649844452125821,0.17507777393709
0,"Cyanopeptolin CP990",0.692251461988304,0.153874269005848
1,"Carbamidocyclophane D",0.509627727856226,0.754813863928113
1,"Carbamidocyclophane E",0.545271629778672,0.772635814889336
1,"Carbamidocyclophane C",0.497816593886463,0.748908296943231
1,"Nostocyclyne A",0.25,0.625
1,"Merocyclophane B",0.451486697965571,0.725743348982785
1,"Merocyclophane C",0.454901960784314,0.727450980392157
1,"Merocyclophane A",0.472019464720195,0.736009732360097
1,"Cylindrocyclophane C1",0.494089834515366,0.747044917257683
1,"Cylindrocyclophane C2",0.488479262672811,0.744239631336405
1,"Ribocyclophane C",0.467532467532468,0.733766233766234
1,"Carbamidocyclophane M",0.502875399361022,0.751437699680511
1,"Carbamidocyclophane R",0.518708730741012,0.759354365370506
1,"Carbamidocyclophane O",0.484848484848485,0.742424242424242
1,"Carbamidocyclophane S",0.500709219858156,0.750354609929078
1,"Ribocyclophane D",0.495697074010327,0.747848537005164
1,"Ribocyclophane A",0.362973760932945,0.681486880466472
1,"Cylindrocyclophane A1",0.494217424826523,0.747108712413261
1,"Ribocyclophane B",0.467598475222363,0.733799237611181
1,"Cylindrocyclophane A2",0.487237237237237,0.743618618618618
1,"Nostocyclophane D",0.445985401459854,0.722992700729927
1,"Nostocyclophane A",0.302863868183601,0.6514319340918
1,"Nostocyclophane B",0.393805309734513,0.696902654867257
1,"Nostocyclophane C",0.465960665658094,0.732980332829047
1,"Ribocyclophane E",0.669980119284294,0.834990059642147
0,"Cyanopeptolin CP962",0.688377114069809,0.155811442965096
0,"Cyanopeptolin CP969",0.745874587458746,0.127062706270627
1,"Cyanopeptolin CP985",0.736653645833333,0.868326822916667
1,"Nostopeptolide A1",0.915015115888478,0.957507557944239
1,"Nostopeptolide A3",0.915015115888478,0.957507557944239
0,"Cyanopeptolin 992",0.710233393177738,0.144883303411131
0,"Cyanopeptolin CP992",0.640099185263904,0.179950407368048
0,"Cyanopeptolin CP978",0.677589852008457,0.161205073995771
0,"Cyanopeptolin CP999",0.703266157053509,0.148366921473245
0,"Cryptophycin 50",0.371761658031088,0.314119170984456
0,"Cryptophycin 49",0.399460188933873,0.300269905533064
1,"Nostocyclin",0.650709713331478,0.825354856665739
0,"Cryptophycin 46",0.396176664469347,0.301911667765327
1,"Banyasin A",0.4953125,0.74765625
1,"4-hydroxy-7-methyl-1-indanone",0.167630057803468,0.583815028901734
0,"4,5-dihydroxy-1-methyl-anthraquinone",0.126008064516129,0.436995967741935
0,"Muscoride A",0.241379310344828,0.379310344827586
0,"Cryptophycin 54",0.356963613550816,0.321518193224592
0,"Cryptophycin 18",0.388852459016393,0.305573770491804
1,"Microviridin G",1,1
1,"Microviridin H",1,1
0,"Cryptophycin 21",0.369987063389392,0.315006468305304
0,"Nostoclide 2",0.220095693779904,0.389952153110048
0,"Nostoclide 1",0.217257318952234,0.391371340523883
0,"deprenylmuscoride A",0.241455347298787,0.379272326350606
0,"[D-Asp3,ADMAdda5,(E/Z)-Dhb7]MC-RR",0.790851839575737,0.104574080212131
0,"[D-Asp3,ADMAdda5,(E/Z)-Dhb7]MC-HtyR",0.709636650868878,0.145181674565561
0,"[D-Asp3,ADMAdda5,(E/Z)-Dhb7]MC-LR",0.86358595194085,0.068207024029575
0,"[D-Asp3,ADMAdda5,Dha7]MC-LR",0.851152247827729,0.0744238760861355
0,"[D-Asp3,ADMAdda5,Dha7]MC-HilR",0.850587371512482,0.074706314243759
0,"[D-Asp<U+00B3>,ADMAdda5]MC-VR",0.783279512020093,0.108360243989953
0,"[ADMAdda5]MC-YR",0.703715365239295,0.148142317380352
0,"[ADMAdda5,Dha7]MC-LR",0.797830018083183,0.101084990958409
0,"[ADMAdda5]MC-HilR",0.774204584331167,0.112897707834416
0,"[D-Asp3,ADMAdda5]MC-LHar",0.735573659198914,0.132213170400543
0,"[ADMAdda5]MC-HilHar",0.716710182767624,0.141644908616188
0,"7-OMe-scytophycin B",0.270489148040168,0.364755425979916
0,"6-OH-7-Ome-15-O-deMe-scytophycin B",0.282913165266106,0.358543417366947
0,"7-OMe-19-deMe-scytophycin D/E",0.285741663472595,0.357129168263703
0,"Nostotrebin 6",0.152312261349173,0.423843869325414
1,"Nostocarboline",0.166666666666667,0.583333333333333
1,"Carbamidocyclophane B",0.455463182897862,0.727731591448931
1,"Carbamidocyclophane A",0.437105112004595,0.718552556002298
1,"Cylindrocyclophane C3",0.447041636230825,0.723520818115412
1,"Cylindrocyclophane C4",0.429075511644319,0.71453775582216
1,"Carbamidocyclophane N",0.454270139309509,0.727135069654754
1,"Carbamidocyclophane P",0.443462897526502,0.721731448763251
1,"Carbamidocyclophane Q",0.425641025641026,0.712820512820513
1,"Carbamidocyclophane G",0.470899470899471,0.735449735449735
1,"Carbamidocyclophane F",0.4526938239159,0.72634691195795
1,"Cylindrocyclophane A3",0.442307692307692,0.721153846153846
1,"Cylindrocyclophane A4",0.423658872077029,0.711829436038514
1,"Carbamidocyclophane T",0.456565656565657,0.728282828282829
1,"Carbamidocyclophane U",0.437581274382315,0.718790637191157
1,"Cylindrocyclophane B4",0.408163265306122,0.704081632653061
1,"Cylindrocyclophane F4",0.404964539007092,0.702482269503546
0,"Tenuecyclamide C",0.527704485488127,0.236147757255937
0,"Tenuecyclamide D",0.505689001264222,0.247155499367889
0,"Nostocyclamide M",0.527704485488127,0.236147757255937
0,"Nostocyclamide",0.594900849858357,0.202549575070821
0,"Tenuecyclamide A",0.487771739130435,0.256114130434782
